Class Index,Title,Description
3,High court to review interstate wine shipping laws,"The Millbrook Vineyards and Winery is a popular stop for tourists looking for a bit of culture and culinary indulgence, all in a country setting."
1,Khartoum suggests federal system for Darfur,Nairobi - The Sudanese government has said the best way to end the conflict in its western Darfur region may be to let the people there manage their own affairs.
4,Novell launches Linux Desktop for enterprise market,"NEW YORK, November 8 (newratings.com) - Novell Inc (NOVL.NAS) has launched a new Linux desktop operating system, Desktop 9, targeted at enterprise customers."
1,"Spending slow on Iraq rebuilding, report says","WASHINGTON -- Less than 7 percent of the \$18.4 billion that Congress approved last year to rebuild Iraq has been spent, the Bush administration said yesterday in its latest report on progress there."
3,Update 1: IGT Posts Lower Quarterly Profit,"International Game Technology #39;s fourth-quarter profits declined 50 percent, hit by early redemption of senior notes, but the world #39;s largest maker of slot machines and other gambling devices said Tuesday that its annual income set a new record."
3,"Lofty Fuel, Low Fares Batter Airlines"," CHICAGO (Reuters) - The twin burdens of soaring fuel prices  and slipping airfares clobbered the airline industry again in  the third quarter, leaving three of the top four U.S. carriers  to post quarterly losses on Wednesday."
4,Red Hat acquires security software,Red Hat said Thursday that it will pay \$20.5 million for Netscape security software that will expand the Raleigh company #39;s product offerings and boost revenue.
4,Microsoft Expands Windows XP Update Release,"By ALLISON LINN    SEATTLE (AP) -- Microsoft Corp. (MSFT) is starting to ramp up distribution of its massive security update for the Windows XP operating system, but analysts say they still expect the company to move at a relatively slow pace to avoid widespread glitches..."
2,Phelps adds yet another gold,Michael Phelps collected his fifth gold medal of the Games with victory in the men #39;s 100 metres butterfly today. 
3,Textile groups call for limits,US textile-trade groups said yesterday that they would pursue safeguards that target the threat of Chinese imports flooding the US market once quotas expire Jan. 1. The groups - the American 
2,Australia beat Pakistan,"LONDON, Sept 4: Andrew Symonds crafted an unbeaten century and Michael Kasprowicz took five wickets to give Australia a 10-run win over Pakistan in a one-day international at Lord #39;s on Saturday."
2,Ecuador stun world champion Brazil,Ecuador #39;s 1-0 win over Brazil has ended the world champions #39; unbeaten run in the region #39;s World Cup qualifying competition.
2,Alabama A amp;M coach is in game of his life,"In another time and place, a spot in the Coaches vs. Cancer Classic would have been about an opportunity for Alabama A amp;M of the Southwestern Athletic Conference to gain exposure and build upon last season #39;s 13-17 record."
4,Wi-Fi Surpasses \$1B in Quarterly Revenues,Researchers at In-Stat/MDR reported this week that the Wi-Fi market has experienced five years of healthy growth since 802.11b emerged as the dominant wireless standard.
1,Afghan rebels threatening to kill UN hostages say talks postponed &lt;b&gt;...&lt;/b&gt;,Insurgents threatening to kill three UN hostages said Saturday that talks with Afghan and United Nations officials had been postponed for another day.
4,Hollywood steps up battles to squash web piracy,Hollywood movie studios on Tuesday stepped up their fight against internet piracy by pursuing lawsuits against people in the US and Europe who operate servers that relay 
2,ESPN-Star Sports takes BCCI to court over TV rights,"ESPN-Star Sports, who lost the bid to telecast international cricket played in India over the next four years, have challenged the Indian board #39;s decision to award the rights to Zee Network in the Mumbai High Court."
3,Oil Ends Lower Ahead of Long U.S. Weekend," NEW YORK (Reuters) - World oil prices eased on Friday, with  shortened trading hours in New York and London, as traders  squared positions ahead of a long U.S. weekend."
4,"Enigma teams with DaimlerChrysler, T-Systems on parts and repair platform","DaimlerChrysler's new system, Xentry, will replace multiple applications with a single Web-based system that gives mechanics a real-time integrated view of parts, service diagnostic and corporate information."
3,Update 1: BMW to Launch Its New 3-Series in March,"German automaker BMW will launch a crucial redesign of its mainstay 3-Series in March, the company said Tuesday. The new line is expected to challenge German rival Mercedes and its C-Class cars."
2,Struggling pitcher thrust into heart of series,MINNEAPOLIS -- Struggling right-hander Javier Vazquez will start for the New York Yankees in Game 4 of their AL Division Series against the Minnesota Twins on Saturday.
1,Defense lawyer in Hamburg Sept. 11 trial seriously hurt,"The lead attorney defending an accused helper of the Sept 11 suicide pilots at his Hamburg retrial was seriously injured in a motorcycle accident, said his office, throwing into question how the trial will proceed."
2,Morris has high stakes in Game 6,ST. LOUIS  A good outing today potentially could have a two-fold effect for Cardinals starter Matt Morris. Not only will he go a long way toward keeping his team alive in the National 
4,"ECM wares seize control of records creation, management","Under the shadow of government regulations IT must comply with, a host of ECM (enterprise content management) vendors are blending previously stand-alone RM (records management) capabilities into their CM and compliance recipes."
4,Lions Gate deal a Marvel (Variety),Variety - Lions Gate Films Intl. has inked to sell foreign distribution rights to the Marvel/Lions Gate slate of animated made-for-DVD features.
3,A To-Do List For The IMF,"As Rodrigo De Rato prepares for his first annual meeting as managing director of the International Monetary Fund in early October, he could be forgiven for feeling pleased with the shape of the global economy."
3,"Hollinger Inc. Director Rohmer May Leave Board, Post Reports","Richard Rohmer, a friend of Conrad Black and director of Black #39;s holding company, Hollinger Inc., may resign from the board as early as next week because he #39;s tired of dealing with complex "
1,Khan moves into quarter-finals (AFP),AFP - Teenage boxer Amir Khan moved into the quarter-finals of the Olympic lightweight division with a storming points win against European champion Dimitar Stilianov of Bulgaria.
3,Crude oil prices dropping in NY,"Crude oil prices have dipped in New York, sliding as much as two dollars to around \$50 a barrel. That #39;s extending declines seen last week despite concerns that a planned strike in Nigeria could affect output."
2,U.S. Beats Australia,"After a miserable Olympics four years ago, the U.S. men's volleyball team has guaranteed a place in the medal round."
2,Bears lose Urlacher for 4-6 weeks,"SPORTS NETWORK - Chicago Bears Pro Bowl linebacker Brian Urlacher is sidelined 4-6 weeks because of a lower left leg injury. Urlacher, 26, hurt the leg during Sunday #39;s 19-17 overtime win at Tennessee and underwent "
4,House Approves Penalties for False Web Records,The US House of Representatives on Tuesday approved a bill that would increase jail time for identity thieves and other fraudulent Web users who register sites under false identities.
3,Leading Indicators and Jobless Claims Dip,"A closely watched measure of future economic activity fell in July for the second consecutive month, reinforcing evidence that the nation's financial recovery is slackening."
1,Sudan's Darfur 'safer than Iraq',Sudan's government tells the BBC it is handling the crisis in Darfur better than the US is dealing with Iraq.
3,A Stock From the Industry Side Out,Keeping tabs on your company's industry can help energize your portfolio's returns.
4,Mathematicians Offer Help in Fight Against Terrorists,A small group of thinking men and women convened at Rutgers University last month to consider how order theory - a branch of abstract mathematics that deals with hierarchical relationships - could be applied to the war on terror.
3,Stocks Rise; Siebel Boosts Tech Shares (Reuters),Reuters - U.S. stocks rose on Monday as oil\prices eased a little and Friday's start-of-quarter buying\spree continued into the new week.
2,NL Wrap: Padres Pass Giants Despite Bonds Homer," SAN FRANCISCO (Reuters) - Jay Payton's three-run homer led  the San Diego Padres to a 5-1 win over the San Francisco Giants  in National League play on Saturday, despite a 701st career  blast from Barry Bonds."
2,Tennessee to Start Freshman Quarterback (AP),AP - Brent Schaeffer will become the first true freshman to start at quarterback for Tennessee in a season opener when the Vols plays UNLV on Sunday.
4,No mutiny from Microsoft's bounty,"A year on, and the company's \$1 million tip-off program has nabbed just one virus writer. Is it a bust?\"
1,Iran May Negotiate With U.S. Over Nukes (AP),"AP - Iran is willing to talk with the United States about a nuclear program that Washington alleges is aimed at secretly acquiring the bomb, Foreign Minister Kamal Kharrazi said Monday. The White House, however, rejected the idea."
1,Japan to Keep Troops in Iraq Despite Hostage-Taking, TOKYO (Reuters) - Japan's prime minister insisted Wednesday  that Japan would not withdraw its troops from Iraq despite a  threat by a militant group to behead a Japanese hostage unless  Tokyo pulled them out.
4,Cat Clones,"\\From CNN  (which didn't permalink this article so no PageRank for you!):\\""Baba Ganoush and Tabouli, the first cats cloned by chromatin transfer, tackle a\cat toy in San Francisco Thursday. The technology was developed by Genetic\Savings   Clone, a company that produces cat clones.""\\"
2,Norwich Glean Seventh Draw After City Lead,Norwich City moved off the bottom of the Premiership table but are still searching for that elusive first win after drawing 1-1 at Manchester City.
3,BP profits surge to record 2.14 billion,BP today announced record third-quarter profits of 2.14 billion on the back of soaring oil prices. The worlds second biggest oil firm said pro forma net earnings included a charge for exceptional items of 218 million.
1,"Yemen sentences one to death, 14 to jail on terror charges","A Yemeni court on Saturday sentenced one militant to death and 14 others to prison terms of three to 10 years on terror charges, according to local reports."
3,Nortel to File Restated Results Jan. 10,"Nortel Networks Corp. (NT.TO: Quote, Profile, Research) put a specific date, Jan. 10, on when it will start filing its much-delayed restatement of financial results on "
3,Lowe's Profit Rises But Trails Estimates," ATLANTA (Reuters) - Lowe's Cos. &lt;LOW.N&gt;, the No. 2 home  improvement retailer behind Home Depot Inc., on Monday reported  an 18 percent increase in second-quarter profit, but results  trailed estimates as sales weakened in June."
1,"Bush Courts Canadians, but Without Budging on Iraq",The president sought to mend fences while unambiguously re-embracing a course that most Canadians have condemned.
1,Ivorian paper vendors 'attacked',A Paris-based pressure group condemns the intimidation of newspaper vendors in Ivory Coast.
2,High Court rules against Ecclestone in F1 case,The High Court ruled on 6 December in favour of the three banks which own 75 per cent of F1 #39;s commercial rights being permitted to appoint directors to Formula One Holdings.
1,Nepal awaits Maoist response to call for talks:,"World News Kathmandu, Sep 23 : Nepal remained torn between hope and doubt, awaiting a response from the Maoist insurgents as the government said it would send a formal proposal to them to hold peace talks."
2,Ryder Cup Reminders Tee-Off Some Players (AP),"AP - When people say it's important to play the Ryder Cup in the right spirit, that apparently goes beyond the week of the matches."
1,Greenspan Warns on Baby Boomer Benefits,"JACKSON, Wyo. - Federal Reserve Chairman Alan Greenspan said Friday that the country will face ""abrupt and painful"" choices if Congress does not move quickly to trim the Social Security and Medicare benefits that have been promised to the baby boom generation..."
2,Eagles Clinch N.F.C. East Title,Brian Westbrook scored two touchdowns and the Eagles' defense made life miserable for Eli Manning and frustrating for Barrett Green.
2,Gatlin dethrones Greene in 100 meters,"ATHENS, Greece -- Greek  quot;sirtaki quot; music that starts slow and finishes fast whipped the Olympic Stadium audience into a frenzy Sunday night before the most exciting 10 seconds in sports."
2,Indians Hold Off White Sox 6-3 (AP),AP - C.C. Sabathia struck out 11 in six innings and Ronnie Belliard hit a three-run homer to lead the Cleveland Indians over the Chicago White Sox 6-3 Friday night.
1,Kidnapped Aid Official Begs Blair To Save Her,"Pleading for her life between terrified sobs, kidnapped aid official Margaret Hassan appeared on a videotape Friday urging British Prime Minister Tony Blair to abandon Iraq "
3,2Q Economic Growth Pegged at 3.3,"The U.S. economy grew at an annual rate of 3.3 percent in the spring, the government reported Wednesday. That was significantly better than a previous estimate but still the weakest showing in more than a year."
2,NFL Wrap: Gibbs Returns to NFL as Redskins Edge Buccaneers,Clinton Portis ran 64 yards for a touchdown and had 164 yards rushing and the Washington Redskins used a stifling defense to edge the Tampa Bay Buccaneers 16-10 in Joe Gibbs #39;s return to the National Football League Sunday in Landover 
4,IBM sweetens the pot for partners,Big Blue aims to rapidly expand its application partner network with a more structured program for recruiting allies.
4,Gartner: Piracy driving Linux PC shipments (InfoWorld),"InfoWorld - Although Linux may be shipping on a growing number of PCs sold in the emerging markets of Asia, Latin America, and Eastern Europe, about 80 percent of PCs shipped with the open source operating system this year will eventually run pirated versions of Windows, industry research firm Gartner estimated in a report issued September 21."
1,Russian Peacekeepers Move Into S. Ossetia,"Hoping to end persistent skirmishing, peacekeepers moved into areas near South Ossetia #39;s capital to separate Georgian troops and fighters from the breakaway region, officials said Friday."
4,Space flight tickets to be sold,"Anyone who wants to go into space will be able to do so soon, as long as they #39;ve got a spare 100,000 that is. That #39;s how much a seat will cost on a new service from Sir Richard Branson #39;s company, called Virgin Galactic."
2,A World Series party,"NEW YORK --Forevermore, the date goes into the New England calendar as an official no-school/no-work/no-mail-delivery holiday in Red Sox Nation."
1,"Afghan Opium Cultivation Reaches Record High, UN Says","Afghanistan #39;s opium cultivation jumped 64 percent to a record 324,000 acres this year and drug exports now account for more than 60 percent of the economy, the United Nations drugs office said Thursday."
2,Bryant Accuser May Move Lawsuit to Calif. (AP),AP - Attorneys for the woman accusing Kobe Bryant of rape said Monday they might move her lawsuit to California because of Colorado's strict limits on financial damages.
4,Hollywood Hot To Sue P2P Pirates,"Warning that film piracy represents an enormous threat to the movie industry, the Motion Picture Association of America announced that it plans to sue people for trading illegal digital copies of movies over the Internet."
4,Hackers Target Microsoft JPEG Hole,Images posted in news groups may install remote control software on vulnerable PCs.
1,"U.S., Iraqi Force Seizes Suspected Rebels","BAGHDAD, Iraq - More than 3,000 U.S. and Iraqi forces launched a major operation Tuesday against insurgent strongholds just south of Baghdad in an area notorious for kidnappings and ambushes..."
4,Sony zooms in with new TV tech,"Sony Corporation will introduce eight new flat screen televisions, which drastically elevate three fundamental elements: picture clarity, audio fidelity and easy user-operation - all of which, allows the user to see all that is possible within the new "
3,Crude oil futures rise for third straight day,WASHINGTON - Oil prices cruised above \$55-a-barrel yesterday as concerns about the global supply of winter fuels persist ahead of the Northern Hemisphere winter.
2,In A Rush To Return,"RALEIGH, NC - For the past two weeks, Florida State tailback Leon Washington has been torn between a feeling of helplessness and something that almost made him feel guilty."
4,Dell excludes UK from price cuts,"Dell is slashing prices on corporate IT solutions by up to 22, but only for US customers. The cuts come on the back of impressive trading figures and lower component costs for Dell, and cover enterprise servers, desktops and laptops."
3,"For designer Michael Kors, it's all in the bag","Michael Kors was 12 when he designed his first handbag, a fringed suede shoulder bag with whipstitching that he ended up selling to a neighbor."
2,Davis takes six-shot lead at PGA Tour qualifying tournament,England #39;s Brian Davis shot a 4-under 68 Sunday and moved out to a six-shot lead after the fifth round of the PGA Tour #39;s 90-hole qualifying tournament.
2,Holmes wins world athletics final,"Double Olympic champion Kelly Holmes has sprinted to an emphatic victory in the women #39;s 1,500 metres on the opening day of the two-day world athletics final."
2,Trial date set for lawsuit that touched off Univ. of Colo. &lt;b&gt;...&lt;/b&gt;,"A judge set a trial date Wednesday for a lawsuit against the University of Colorado that touched off a scandal in the football program over allegations that sex, drugs and alcohol were used to lure recruits."
3,Wall Street takes heart from Fed #39;s upbeat economic outlook,US STOCKS rose yesterday as investors were perked up by the Federal Reserves upbeat assessment of the economy and a continued drop in crude oil futures.
2,"Collins slapped with 8-year ban Sprinter, 33, faces end of her &lt;b&gt;...&lt;/b&gt;","If Michelle Collins were a Major League Baseball player, she would have received a slap on the wrist for using banned performance-enhancing drugs."
4,Dungeness Crab,"You know that winter has descended upon you when the days become long and you can feel the cold in your bones. It is also then that descending upon the west coast of North America, from San Francisco bay up to Alaska, is the Dungeness crab."
4,Feds Accused of Exaggerating Fire Impact (AP),"AP - The Forest Service exaggerated the effect of wildfires on California spotted owls in justifying a planned increase in logging in the Sierra Nevada, according to a longtime agency expert who worked on the plan."
3,MGM Mirage Profit Up on Las Vegas Tourism (Reuters),Reuters - Casino operator MGM Mirage  on\Wednesday reported higher third-quarter earnings as tourism and\gambling at its Las Vegas resorts boomed.
4,Global Warming Has Arrived: Arctic Study,"WASHINGTON, DC, Nov 1 (OneWorld)  With only eight weeks left before the elves finish their work and Santa Claus mounts his sleigh, an eight-nation study on global warming co-sponsored by the United States has concluded that the North Pole is melting "
3,3 Top Officials Leaving Citigroup -- Memo," NEW YORK (Reuters) - Three senior Citigroup Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=C.N target=/stocks/quickinfo/fullquote""&gt;C.N&lt;/A&gt;  executives are leaving the company, after being found partially  responsible for last month's forced closure of Citigroup's  private bank in Japan, a person familiar with the matter said."
3,"UPDATE 3-DR Horton earnings jump, sees strong 2005","Homebuilder DR Horton Inc. (DHI.N: Quote, Profile, Research) on Wednesday posted a 52 percent increase in quarterly profit on strong orders for new homes and forecast better-than-expected results for 2005."
4,PC photo printers challenge pros,"Some home printers produce photos that are cheaper and better quality than the High Street, tests show."
2,Park in Three-Way Tie,Grace Park has four straight birdies on the back nine in a 6-under-par 66 that puts her in a tie for the lead after the opening round of the Asahi Ryokuken International Championship.
3,"Dollar Steady, Off Record Low Vs Euro"," LONDON (Reuters) - The dollar held more than a cent above  this week's record low on the euro on Thursday and traded near  a two-week high on the yen, with the market wary of protest  comments out of Europe about the euro's recent rise."
3,"Music, games, porn - Vodafone launches 3G","The UK #39;s biggest service provider, with million customers, is leading the 3G push with 10 new handsets, seven of which will be exclusive to Vodafone - with the Sharp 902 debuting as Europe #39;s first two-megapixel camera phone."
2,Voeller set to coach Roma,"Former Germany coach Rudi Voeller has revealed he is close to taking over as Roma coach, following the resignation of Cesare Prandelli."
1,PM visits to help bring positive changes in region: PML,ISLAMABAD: The Pakistan Muslim League has said that Prime Minister Shaukat Aziz ongoing visit to three SAARC member states is highly important as it will play a significant role in bringing positive changes in the region.
2,Top-Ranked USC Beats UCLA to Finished Season Undefeated," LOS ANGELES (Sports Network) - Reggie Bush ran for 204  yards and a pair of long touchdowns as No. 1 Southern  California edged UCLA, 29-24, in a regular season-ending Pac-10  showdown between cross-town rivals at the Rose Bowl."
2,"Braves Beat Astros 6-5, Set Up Atlanta Finale",Adam LaRoche crushed a game-tying three-run homer and JD Drew slapped a ninth-inning RBI single to give the Braves a 6-5 comeback victory over the Houston Astros on Sunday.
2,Glazer Ups Man Utd Stake - Again,His new acquisition - taking his holding from 25.3 to 27.63 - has heightened speculation he will soon make a definite takeover bid.
1,Abu Mazin escapes assassination attempt in Gaza,"Mahmoud Abbas, Abu Mazin, has escaped a failed assassination attempt on Sunday evening after three gunmen broke into the tent where condolences are offered for the late Palestinian President Yasser Arafat in Gaza and chanted slogans deploring Abbas and "
4,The \$100 PC: How do we get there?,"Steve Ballmer says the world needs a really cheap computer, but Mike Ricciuti warns that cheap doesn't come easy."
1,U.S.-Led Forces Tighten Hold on Rebel Iraqi City," SAMARRA, Iraq (Reuters) - U.S. and Iraqi forces tightened  their grip on Samarra Saturday, pushing ahead with one of the  largest offensives since the fall of Saddam Hussein to try to  regain control of the rebel stronghold."
2,Minnesota Twins beat White Sox 8-2 to clinch third straight &lt;b&gt;...&lt;/b&gt;,"As Torii Hunter stood in the middle of the Minnesota Twins #39; raucous clubhouse, two teammates sneaked up from behind and threw a cooler full of water on him."
1,Sudan appreciates Chinese supporting stance at Security Council,"KHARTOUM, Sep 23, 2004 (SUNA) -- The State Minister for Foreign Affairs, Nagib Al-Khair Abdul-Wahab, photo has expressed appreciation of the Sudanese government and people to the stance of China in support of Sudan in the Security Council."
1,"Supreme Court to Hear ISP, Cable Dispute (AP)",AP - The Supreme Court agreed Friday to consider whether cable companies must open their high-speed lines to rival Internet providers.
1,Latest kidnapping angers many Iraqis,"Kidnapped aid worker Margaret Hassan pleaded for her life in a tearful videotape Friday, saying she feared facing the same fate as British hostage Kenneth "
3,Smart Web Changes World,"The Gartner-sponsored ITXpo symposium in France sets itself to identify long-term technology trends that are altering sectors like travel, marketing and investing. More web-enabled mobile devices and a smarter internet are key players."
2,England midfielder Gerrard says he shouldn #39;t have been taken off,England goalscoring hero Steven Gerrard said he was taken off the field by mistake in Saturday #39;s World Cup qualifying 2-2 tie with Austria.
4,Firefox heats up,roundup Mozilla aims for 1 million downloads of its open-source browser in the next 10 days. Also: Common ground for Linux backers.\
2,Racism rears its ugly head,Football #39;s authorities have called for renewed vigilance against racism in the game following the reported abuse towards Dwight Yorke at Blackburn.
3,Scana Third-Quarter Profit Falls,"US power company Scana Corp. (SCG.N: Quote, Profile, Research) on Friday said quarterly profit fell, citing litigation costs and a writedown related to an investment in a telecommunications business."
1,Seven Killed in Al Qaeda Jailbreak in Kabul," KABUL (Reuters) - Five Afghan prison guards and police and  two prisoners were killed in a jail break attempt by al Qaeda  inmates on Friday and a shoot-out was going on with another  two, a spokesman for the Interior Ministry said."
3,What They Know About You,"Wal-Mart amasses more data about the products it sells and its shoppers' buying habits than anyone else, and some privacy advocates worry about the potential for abuse."
2,S. Williams #39;s Boots Are Made for Walkin #39;,"Serena Williams delivered a carefully scripted message during her first-round match at the US Open: Her presence hasn #39;t diminished, even if her ability has."
2,"Power in final, but at huge cost","If it #39;s the final of the PACE Canadian Squash Classic, then Jonathon Power must be involved. But it was only with a hard victory that took 91 minutes last night that Power, who beat Anthony Ricketts, will "
2,Suspicion Swirls Around Bonds,The lawyer for Barry Bonds confirmed Friday that the San Francisco Giants left fielder used a clear substance and a cream given to him by his personal weight trainer 
2,Conquering heroes,"Today's players wouldn't recognize the game. In the 52 years since the Concord High football team reeled off a state-record 40 consecutive victories, only the winning may be comparable."
1,Buried under rubble for 10 days,RESCUERS in the Philippines yesterday pulled at least four survivors from a building that collapsed in mudslides 10 days ago. The miraculous tale of survival came as officials 
3,IBM reaches settlement in pension suit,"NEW YORK -- IBM Corp. agreed to a deal Wednesday that all but settles a case in which 140,000 workers claimed the computer giant #39;s pension plan discriminated against older workers."
1,Miller to Honor Swift Boat Vets' Group (AP),"AP - For one night only, it'll be spitballs and Swift Boats together on the same stage  #151; a who's who of Sen. John Kerry bashing. The American Conservative Union on Thursday announced it has tapped Sen. Zell Miller, D-Ga., to present the ""Courage Under Fire"" award to the Swift Boat Veterans for Truth at the Conservative Political Action Conference's Feb. 16 banquet."
2,Young drivers rule in today #39;s Indy Racing League,"Last week at Kentucky Speedway, 41-year-old Adrian Fernandez became just the second driver older than 30 to win a race this season."
1,Nepal shocked by hostage murders,The news that 12 Nepalese hostages in Iraq have been killed has shocked everyone in the country. Ever since the first images of the hostages pleading for their lives was aired on television 
1,EU urges China to exert moderation after textile quotas end (AFP),AFP - The European Union called on China at a summit to rein in its textile exports after international quotas are scrapped next year.
1,Kyoto protocol comes in from the cold,"The Russian government has approved the Kyoto Protocol on climate change, which sets formal targets for the reduction of greenhouse gas emissions, and sent it to the country #39;s parliament for ratification."
4,NASA Urged for Infrared Camera in Hubble,Scientists who have peered through space to a time when light first filled the universe urged NASA (news - web sites) on Thursday to ensure a Hubble Space 
3,Snecma and Sagem plan \$6 bn merger,"The French government today backed the creation of a new champion in the aerospace and defence sector as Snecma, the part-privatised aero-engine maker, and Sagem, the electronics group, announced plans to merge in a deal valuing Snecma at about 4."
1,Iraq ; Black Watch look to Christmas,Soldiers declared  quot;mission accomplished quot; as the battle group convoy of more than 200 vehicles arrived at the relative safety of Shaibah Logistics Base.
2,Russo on Football: No. 1 USC shows its flaws,The inexperienced receivers had a tough time getting open. The retooled offensive line had some trouble protecting the star quarterback.
2,The Portsmouth fiasco: a fan #39;s view,One of the good things about supporting Portsmouth is that no one has ever had any expectations. A life of mid-table mediocrity - as the unlamented former manager Graham Rix promised the 
1,Romania Anxiously Awaits Presidential Run-Off Count (Reuters),Reuters - Romanians anxiously awaited an\official count on Monday to reveal who will be their next\president after exit polls from Sunday's run-off vote put Prime\Minister Adrian Nastase and centrist opposition leader Traian\Basescu neck-and-neck.
1,Indian minister hits out at textbook praising Hitler (AFP),AFP - An Indian minister said a school text-book used in the violence-prone western state of Gujarat portrayed Adolf Hitler as a role model.
3,Intelsat to Be Bought for  #36;5 Billion (Reuters),"Reuters - Intelsat Ltd., the world's\second-largest satellite operator, said on Monday it agreed to\be bought by a consortium of four private equity firms for  #36;5\billion, including assumption of  #36;2 billion of debt."
1,"Relief, disbelief in Kashmir as India announces troop reduction","SRINAGAR, India : The announcement by Prime Minister Manmohan Singh of a troop reduction in Indian Kashmir this winter has evoked reactions ranging from relief to disbelief in the insurgency-hit region."
3,State discloses venture results,"Treasurer Timothy P. Cahill yesterday released results for the 103 venture capital funds the state pension plan invested in from 1986 through 1998, which ranged from a searing 127 percent annual gain to a dismal 46 percent annual decline."
1,China  #39;preparing for conflict with US #39;,"TAIPEI - China is secretly mapping underwater terrain in the Pacific in preparation for an eventual conflict with the United States there, reports said yesterday, quoting the Taiwanese Premier."
2,Gators survive close shave,"GAINESVILLE, Fla. -- Chris Leak threw for a career-high 322 yards and three touchdowns, and No. 16 Florida held off a late rally to beat Arkansas, 45-30, yesterday."
4,Digital Assistants Continue to Lose Ground,"Shipments of personal digital assistants declined for the third consecutive quarter as large vendors continued ceding the depressed market to smaller electronics makers, the research firm IDC said Wednesday."
3,Fed Saw 'Solid' Growth,"Reserve staff predicted in August that the economy would grow through next year, in part because interest rates would remain relatively low during that time."
3,BP Agrees to Sell \$2 Billion of LNG to SK Corp. Unit (Update1),"BP Plc, Europe #39;s largest oil company, and its partners in an Indonesian liquefied natural gas venture agreed to sell about \$2 billion of the fuel over 20 years to a unit of South Korea #39;s largest oil refiner."
2,Cashman Admits Pulling for Sox,The Boston Red Sox have an unlikely fan in this World Series: Yankees General Manager Brian Cashman.
3,US dollar tumbles against euro,The US dollar yesterday dropped to a record low against the euro in Tokyo and fell to its lowest level in nearly five years against the Japanese yen.
4,"SBC, Microsoft Ink  #36;400M Internet TV Deal (AP)",AP - SBC Communications Inc. will use a Microsoft Corp. software system to transmit television over high-speed Internet connections like the ones SBC will offer after replacing the local arteries of its copper telephone network with fiber-optic cables.
2,Dodgers take NL West with win over Giants,The Dodgers have spent many recent Octobers watching postseason baseball on television. Steve Finley #39;s grand slam capped a seven-run rally in the bottom of 
2,Kevin Garnett scores 26 points as the Timberwolves beat Memphis &lt;b&gt;...&lt;/b&gt;,"The Minnesota Timberwolves finally had some fun at the expense of a team going through a coaching change. Lionel Hollins lost his debut as interim coach of the Grizzlies, with Kevin Garnett "
1,Zimbabwe Opposition Leader Acquitted of Treason," HARARE (Reuters) - Zimbabwe's opposition leader Morgan  Tsvangirai was acquitted on Friday of plotting to assassinate  President Robert Mugabe and seize power, a verdict he said may  boost prospects for national reconciliation."
2,Clijsters Says She'll Marry Hewitt in February," LONDON (Reuters) - Belgium's Kim Clijsters and Australian  Lleyton Hewitt, the golden couple of tennis, will marry next  February in Australia."
3,"US Airways off the Nasdaq, has 1 labor agreement","Less than a year after US Airways Group Inc. listed its stock on the Nasdaq National Market, the airline #39;s shares have been delisted, a result of its second bankruptcy filing."
3,Smithfield 2nd-Qtr Net Soars 61 on Higher Hog Prices (Update3),"Smithfield Foods Inc., the world #39;s largest pork producer, said profit in the fiscal second quarter rose 61 percent as the company sold more hogs at higher prices."
4,Google launches UK Froogle shopping site,"Internet search firm Google has launched its Froogle price comparison Web site in Britain, expanding the company #39;s e-commerce business and putting it head to head with partners such as Kelkoo."
1,Ordeal of 'Deserters' Who Didn't Desert,"Two men falsely identified as deserters by the Indian army were released in a prisoner exchange with Pakistan, but their lives remain spoiled by the mistake."
1,"Woods, Mickelson to Start in Ryder Cup","BLOOMFIELD TOWNSHIP, Mich. - Always rivals, barely friends, finally partners..."
3,Cable  amp; Wireless to cut 600 more jobs,The telecommunications firm Cable  amp; Wireless today said it would cut another 600 jobs and return 250m to investors as it reaches the halfway mark in a three-year recovery plan.
3,Coventry Health to Buy First Health," CHICAGO (Reuters) - Coventry Health Care Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CVH.N target=/stocks/quickinfo/fullquote""&gt;CVH.N&lt;/A&gt; on  Thursday said it agreed to buy rival health plan First Health  Group Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FHCC.O target=/stocks/quickinfo/fullquote""&gt;FHCC.O&lt;/A&gt; for about \$1.8 billion in stock and cash  as it looks to expand its geographic reach and keep pace with  rivals."
2,Santana #39;s amazing run ends in no-question Cy Young,"Hall of Famer Sparky Anderson once said,  quot;My idea of managing is giving the ball to Tom Seaver and sitting down and watching him work."
4,Delayed Starbucks music stores finally debut,CD-burning stations located inside Starbucks Corp. stores finally made their debut in Seattle Monday after six months of design and other delays.
2,Meyer Headed to Univ. of Florida," JACKSONVILLE, Fla. (Sports Network) - In a surprising turn  of events, Urban Meyer is expected to be named head football  coach at the University of Florida."
1,Chicken Soup Replaces Flu Vaccine,"FERGUS FALLS, Minn. - People who went to a local clinic to get a flu shot didn't receive the vaccine they wanted..."
4, #39;World Community Grid #39; seeks to harness unused computers,"NOVEMBER 17, 2004 (COMPUTERWORLD) - IBM and officials from some of the world #39;s leading science, education and philanthropic organizations yesterday launched a global grid computing project aimed at harnessing unused global computing power to help solve a "
